date     ,state       ,district ,pincode ,demo_age_5_17 ,demo_age_17_ ,total_biometric ,month ,year
10/16/25 ,Maharashtra ,Nagpur   , 441105 ,            4 ,          47 ,             51 ,   10 ,2025
10/16/25 ,Maharashtra ,Nagpur   , 441202 ,            0 ,          22 ,             22 ,   10 ,2025
10/16/25 ,Maharashtra ,Nagpur   , 441304 ,            3 ,          10 ,             13 ,   10 ,2025
10/16/25 ,Maharashtra ,Nagpur   , 441306 ,            1 ,          12 ,             13 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 440001 ,            0 ,           9 ,              9 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 440032 ,            1 ,          16 ,             17 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 440034 ,            2 ,          45 ,             47 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 440035 ,            2 ,          26 ,             28 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           8 ,              8 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441002 ,            1 ,          13 ,             14 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441102 ,            1 ,           9 ,             10 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441104 ,            0 ,          22 ,             22 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441105 ,            1 ,          56 ,             57 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441111 ,            4 ,          10 ,             14 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441122 ,            1 ,          17 ,             18 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441201 ,            1 ,          18 ,             19 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441306 ,            0 ,           8 ,              8 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 441404 ,            1 ,           3 ,              4 ,   10 ,2025
11/15/25 ,Maharashtra ,Nagpur   , 441123 ,            0 ,           3 ,              3 ,   11 ,2025
12/2/25  ,Maharashtra ,Nagpur   , 441123 ,            0 ,           1 ,              1 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441303 ,            1 ,           0 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441204 ,            0 ,           2 ,              2 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441306 ,            2 ,           1 ,              3 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440005 ,            0 ,           4 ,              4 ,   12 ,2025
12/13/25 ,Maharashtra ,Nagpur   , 441123 ,            0 ,           3 ,              3 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440021 ,            0 ,           4 ,              4 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440023 ,            4 ,          23 ,             27 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441002 ,            2 ,          13 ,             15 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441112 ,            1 ,           1 ,              2 ,   12 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440003 ,            0 ,           6 ,              6 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440004 ,            0 ,          10 ,             10 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440006 ,            0 ,           6 ,              6 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440015 ,            0 ,          11 ,             11 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,           2 ,              2 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440024 ,            2 ,          31 ,             33 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441102 ,            1 ,          10 ,             11 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441123 ,            0 ,           1 ,              1 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441203 ,            1 ,          36 ,             37 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441204 ,            0 ,           8 ,              8 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441401 ,            1 ,          35 ,             36 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441404 ,            0 ,           2 ,              2 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,           5 ,              5 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 440010 ,            0 ,           1 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 440018 ,            2 ,           6 ,              8 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 440023 ,            0 ,           5 ,              5 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441106 ,            0 ,           4 ,              4 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441108 ,            0 ,           5 ,              5 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441113 ,            0 ,           1 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441404 ,            0 ,           1 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,           1 ,              1 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 440002 ,            1 ,           7 ,              8 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 440027 ,            0 ,          15 ,             15 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 440035 ,            1 ,          11 ,             12 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 440037 ,            1 ,           3 ,              4 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 441107 ,            0 ,          23 ,             23 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 441110 ,            0 ,           8 ,              8 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,          12 ,             12 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 441201 ,            0 ,           4 ,              4 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 441302 ,            0 ,           8 ,              8 ,   10 ,2025
10/20/25 ,Maharashtra ,Nagpur   , 441501 ,            0 ,          27 ,             27 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 440010 ,            0 ,           6 ,              6 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 440026 ,            2 ,          31 ,             33 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 440027 ,            1 ,          23 ,             24 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441102 ,            4 ,          19 ,             23 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441110 ,            5 ,          13 ,             18 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441112 ,            1 ,          16 ,             17 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,          12 ,             12 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441123 ,            0 ,           1 ,              1 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441302 ,            2 ,          21 ,             23 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441304 ,            0 ,           4 ,              4 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440002 ,            2 ,          15 ,             17 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           2 ,              2 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440015 ,            0 ,           8 ,              8 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440026 ,            6 ,          28 ,             34 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440036 ,            0 ,           2 ,              2 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441001 ,            1 ,           6 ,              7 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441002 ,            4 ,          15 ,             19 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441102 ,            0 ,          10 ,             10 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441107 ,            1 ,          27 ,             28 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441108 ,            3 ,          15 ,             18 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441110 ,            2 ,           9 ,             11 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441111 ,            0 ,           6 ,              6 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441122 ,            1 ,           5 ,              6 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441302 ,            2 ,           6 ,              8 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441404 ,            2 ,           0 ,              2 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 440008 ,            0 ,           1 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 440014 ,            0 ,           1 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 440016 ,            0 ,           2 ,              2 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 440018 ,            1 ,           2 ,              3 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           1 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 440034 ,            0 ,           4 ,              4 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441112 ,            1 ,           0 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441113 ,            0 ,           1 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441210 ,            0 ,           1 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441306 ,            0 ,           1 ,              1 ,   10 ,2025
10/22/25 ,Maharashtra ,Nagpur   , 440017 ,            0 ,           1 ,              1 ,   10 ,2025
10/22/25 ,Maharashtra ,Nagpur   , 440025 ,            1 ,           0 ,              1 ,   10 ,2025
10/22/25 ,Maharashtra ,Nagpur   , 441113 ,            0 ,           1 ,              1 ,   10 ,2025
10/22/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,           2 ,              2 ,   10 ,2025
10/22/25 ,Maharashtra ,Nagpur   , 441302 ,            1 ,           1 ,              2 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440003 ,            0 ,          12 ,             12 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440009 ,            2 ,          20 ,             22 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440013 ,            1 ,          15 ,             16 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440022 ,            1 ,           9 ,             10 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440030 ,            0 ,           5 ,              5 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440032 ,            1 ,           4 ,              5 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           1 ,              1 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441101 ,            1 ,          49 ,             50 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441103 ,            2 ,          27 ,             29 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441105 ,            0 ,          15 ,             15 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441106 ,            4 ,          25 ,             29 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441108 ,            1 ,          67 ,             68 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           1 ,              1 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441203 ,            1 ,          51 ,             52 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441302 ,            0 ,          36 ,             36 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441304 ,            0 ,           6 ,              6 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441306 ,            1 ,          17 ,             18 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,           9 ,              9 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440001 ,            2 ,           7 ,              9 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440017 ,            2 ,          27 ,             29 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440027 ,            5 ,          16 ,             21 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440030 ,            4 ,          19 ,             23 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           2 ,              2 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440034 ,            3 ,          52 ,             55 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440035 ,            5 ,          29 ,             34 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           3 ,              3 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 441002 ,            2 ,          15 ,             17 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 441111 ,            1 ,           8 ,              9 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 441214 ,            0 ,           1 ,              1 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           3 ,              3 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,           3 ,              3 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440014 ,            1 ,          14 ,             15 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440023 ,            3 ,          24 ,             27 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440024 ,            1 ,          31 ,             32 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440025 ,            0 ,           7 ,              7 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440029 ,            0 ,           1 ,              1 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 440032 ,            0 ,           5 ,              5 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 441101 ,            1 ,          10 ,             11 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 441103 ,            1 ,          16 ,             17 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 441210 ,            1 ,           9 ,             10 ,   10 ,2025
10/27/25 ,Maharashtra ,Nagpur   , 441501 ,            1 ,          27 ,             28 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 440009 ,            3 ,          30 ,             33 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 440018 ,            1 ,          28 ,             29 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 440019 ,            1 ,           1 ,              2 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 440037 ,            1 ,           4 ,              5 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           6 ,              6 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 441108 ,            2 ,          65 ,             67 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 441111 ,            1 ,          10 ,             11 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 441214 ,            0 ,           4 ,              4 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 441302 ,            0 ,          47 ,             47 ,   10 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 441305 ,            1 ,          29 ,             30 ,   10 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441112 ,            0 ,           1 ,              1 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441303 ,            0 ,           1 ,              1 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441401 ,            0 ,           2 ,              2 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440019 ,            0 ,           1 ,              1 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441123 ,            0 ,           4 ,              4 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440028 ,            0 ,           1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440037 ,            2 ,           3 ,              5 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441112 ,            0 ,           1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441202 ,            0 ,           2 ,              2 ,   11 ,2025
11/27/25 ,Maharashtra ,Nagpur   , 440028 ,            0 ,           1 ,              1 ,   11 ,2025
11/29/25 ,Maharashtra ,Nagpur   , 440006 ,            1 ,           2 ,              3 ,   11 ,2025
11/29/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           3 ,              3 ,   11 ,2025
12/22/25 ,Maharashtra ,Nagpur   , 441123 ,            0 ,           3 ,              3 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440001 ,            1 ,           2 ,              3 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           1 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           1 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           1 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441214 ,            0 ,           2 ,              2 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441306 ,            1 ,           0 ,              1 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           2 ,              2 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440008 ,            1 ,          24 ,             25 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440009 ,            3 ,          24 ,             27 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440014 ,            0 ,          15 ,             15 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440015 ,            3 ,          11 ,             14 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440018 ,            3 ,          35 ,             38 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440026 ,            3 ,          34 ,             37 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440032 ,            1 ,           9 ,             10 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           4 ,              4 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441102 ,            0 ,          13 ,             13 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441103 ,            1 ,          12 ,             13 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441104 ,            2 ,          12 ,             14 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           1 ,              1 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441110 ,            2 ,          27 ,             29 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441112 ,            0 ,           4 ,              4 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441123 ,            1 ,           0 ,              1 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441201 ,            0 ,          19 ,             19 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441302 ,            0 ,          13 ,             13 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441306 ,            0 ,          11 ,             11 ,   12 ,2025
1/3/26   ,Maharashtra ,Nagpur   , 440014 ,            1 ,           6 ,              7 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440018 ,            0 ,           5 ,              5 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440023 ,            0 ,           6 ,              6 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440024 ,            0 ,          11 ,             11 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440027 ,            1 ,           5 ,              6 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440036 ,            0 ,           1 ,              1 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441002 ,            0 ,           4 ,              4 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441104 ,            1 ,           6 ,              7 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441105 ,            0 ,           8 ,              8 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441106 ,            1 ,           8 ,              9 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441113 ,            0 ,           3 ,              3 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441123 ,            0 ,           1 ,              1 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441201 ,            0 ,           2 ,              2 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441401 ,            0 ,           4 ,              4 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441404 ,            1 ,           0 ,              1 ,    1 ,2026
12/18/25 ,Maharashtra ,Nagpur   , 440025 ,            0 ,          11 ,             11 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 440029 ,            1 ,           0 ,              1 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 440030 ,            0 ,          21 ,             21 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 440035 ,            4 ,          51 ,             55 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 441103 ,            1 ,           8 ,              9 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 441108 ,            4 ,          33 ,             37 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 441111 ,            3 ,          18 ,             21 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 441302 ,            2 ,          19 ,             21 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 441304 ,            1 ,           3 ,              4 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440004 ,            0 ,           6 ,              6 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440010 ,            0 ,           9 ,              9 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,           4 ,              4 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440027 ,            1 ,          45 ,             46 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440037 ,            0 ,          12 ,             12 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441104 ,            0 ,          32 ,             32 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441111 ,            1 ,          14 ,             15 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441122 ,            1 ,          24 ,             25 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441201 ,            0 ,          18 ,             18 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441202 ,            0 ,          19 ,             19 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441203 ,            1 ,          22 ,             23 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441404 ,            1 ,           7 ,              8 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 440003 ,            0 ,           4 ,              4 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 440013 ,            0 ,          18 ,             18 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 440030 ,            2 ,          15 ,             17 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           5 ,              5 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 440034 ,            7 ,          46 ,             53 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 441102 ,            1 ,          11 ,             12 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 441202 ,            0 ,          20 ,             20 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,           9 ,              9 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 441305 ,            1 ,          10 ,             11 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 441306 ,            0 ,           8 ,              8 ,   12 ,2025
12/15/25 ,Maharashtra ,Nagpur   , 441502 ,            1 ,          27 ,             28 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440002 ,            0 ,          38 ,             38 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440003 ,            0 ,           7 ,              7 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440005 ,            0 ,           5 ,              5 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440008 ,            2 ,          52 ,             54 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440018 ,            1 ,          25 ,             26 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440027 ,            2 ,          19 ,             21 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440028 ,            1 ,           0 ,              1 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440034 ,            4 ,          43 ,             47 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441104 ,            2 ,          46 ,             48 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441109 ,            1 ,           2 ,              3 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441110 ,            4 ,          35 ,             39 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441123 ,            0 ,           3 ,              3 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441204 ,            0 ,           4 ,              4 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440010 ,            0 ,          14 ,             14 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440018 ,            1 ,          23 ,             24 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440022 ,            0 ,          28 ,             28 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440025 ,            2 ,          19 ,             21 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440033 ,            1 ,           5 ,              6 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440035 ,            5 ,          56 ,             61 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440037 ,            2 ,           7 ,              9 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441002 ,            1 ,          21 ,             22 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441105 ,            3 ,          23 ,             26 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441202 ,            4 ,          26 ,             30 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440001 ,            0 ,          14 ,             14 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440002 ,            6 ,          50 ,             56 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440005 ,            0 ,           2 ,              2 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440015 ,            1 ,          16 ,             17 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,           5 ,              5 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440022 ,            1 ,          24 ,             25 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440026 ,            2 ,          64 ,             66 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440030 ,            2 ,          12 ,             14 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440032 ,            3 ,          16 ,             19 ,   12 ,2025
